,shape_area,binomial
10770,12660959094068.668,Tragelaphus scriptus
10771,151177138.8681197,Pteropus conspicillatus
10772,2627622761377.682,Hipposideros fulvus
10773,335514686.77735037,Myotis nyctor
10774,2276063289.4124203,Thylogale browni
10775,731512147825.5631,Hipposideros lankadiva
10776,3448873.458103485,Dobsonia praedatrix
10777,4500085277.557798,Tryphomys adustus
10778,803125765.4471139,Tylonycteris pachypus
10779,5591081182.969213,Tylonycteris pachypus
10780,454954449633.98737,Vampyressa melissa
10781,4497613598.489758,Vespertilio murinus
10782,33336578581.447403,Viverra civettina
10783,151177138.8681197,Myotis stalkeri
10784,1198383.9516238628,Dobsonia praedatrix
10785,162398478814.81937,Presbytis rubicunda
10786,174479478489.94763,Presbytis rubicunda
10787,24030297.995159693,Chrotomys gonzalesi
10788,15557881134.48226,Pseudoryx nghetinhensis
10789,736496599.2091099,Pteropus anetianus
10790,979963139.0050968,Pteropus anetianus
10791,35079034.99053545,Pteropus anetianus
10792,8251120.368045237,Pteropus anetianus
10793,177327276.40976784,Presbytis rubicunda
10794,1625131673.5226092,Dendromus ruppi
10795,601308052889.0096,Kerivoula cuprosa
10796,1707998727.397421,Kerivoula intermedia
10797,28904640.301191032,Pteropus anetianus
10798,195594713.06700176,Pteropus anetianus
10799,9821018.341146234,Pteropus anetianus
10800,29364758.154900093,Pteropus anetianus
10801,500461287.5282289,Pteropus anetianus
10802,249582402945.47354,Lemniscomys bellieri
10803,5152339564.620796,Neohylomys hainanensis
10804,366275074.7689992,Pteropus anetianus
10805,43144689.66404527,Pteropus anetianus
10806,33067733.484891772,Pteropus anetianus
10807,2686927.512152439,Pteropus melanotus
10808,32399401057.619392,Hyosciurus heinrichi
10809,13056004230033.934,Leopardus wiedii
10810,88082477942.69753,Proechimys kulinae
10811,15900958.132968683,Dobsonia praedatrix
10812,644719.5215722455,Dobsonia praedatrix
10813,4605781452347.307,Pteronotus rubiginosus
10814,3125737024038.8687,Zelotomys hildegardeae
10815,1733927.429238231,Dobsonia praedatrix
10816,1972284409.020533,Mustela erminea
10817,5681644967.600697,Mustela erminea
10818,7268704540.983663,Mustela erminea
10819,25531174.07542248,Dobsonia praedatrix
10820,86381993756.22302,Anoura luismanueli
10821,433394129549.4855,Herpestes brachyurus
10822,2727175.5593714793,Dobsonia praedatrix
10823,10864364633104.93,Mungos mungo
10824,1802716392.4481158,Mustela erminea
10825,10547986798.550137,Mustela erminea
10826,119310487.80255727,Pteropus conspicillatus
10827,2400134423437.972,Antidorcas marsupialis
10828,7927221.5968788825,Dobsonia praedatrix
10829,146250715399.91052,Murexia habbema
10830,3211780.213637873,Dobsonia praedatrix
10831,6934164.458352842,Dobsonia praedatrix
10832,5072725434.948469,Mustela erminea
10833,99868389.3129548,Myosorex schalleri
10834,38085667293.67079,Martes flavigula
10835,3462757489.052272,Liberiictis kuhni
10836,5664432.943509448,Myzopoda aurita
10837,12209116308.994522,Mustela erminea
10838,1773057836.0921922,Mustela erminea
10839,2165036540327.4531,Perognathus fasciatus
10840,1037740673.1330596,Peromyscus winkelmanni
10841,1564488293.3207107,Mustela erminea
10842,144560779.25164762,Aselliscus stoliczkanus
10843,53605919.52255959,Phalanger orientalis
10844,189864234.50738776,Pteropus tuberculatus
10845,3269270587929.611,Rattus exulans
10846,5570507.057044657,Rattus tiomanicus
10847,433487752992.2754,Rattus tiomanicus
10848,144506184.9400437,Rattus tiomanicus
10849,3387192216390.8945,Reithrodontomys fulvescens
10850,1261689437655.9329,Thaptomys nigrita
10851,121239739225.38496,Akodon juninensis
10852,188766364545.89096,Rattus exulans
10853,570897003735.8922,Vulpes lagopus
10854,3628161862.56047,Vulpes lagopus
10855,124923692160.7103,Vulpes lagopus
10856,982160919285.491,Vulpes lagopus
10857,1275209135.401489,Vulpes lagopus
10858,165990058391.85782,Chaetodipus spinatus
10859,471590782.5119955,Barbastella barbastellus
10860,17999494591831.93,Apodemus uralensis
10861,1374638865.891208,Chalinolobus nigrogriseus
10862,580499934.0599111,Babyrousa babyrussa
10863,88868814.90961768,Bandicota indica
10864,456871645.30569756,Rhinolophus euryotis
10865,6113132171.591664,Barbastella barbastellus
10866,41027727003.18745,Barbastella barbastellus
10867,40950413878.60194,Barbastella barbastellus
10868,481755066286.8597,Blastocerus dichotomus
10869,4315196252966.6924,Blastocerus dichotomus
10870,2722857345765.1636,Boselaphus tragocamelus
10871,1902374326.0357535,Rhinolophus euryotis
10872,4199979975.5219927,Myosorex okuensis
10873,241263947225.54758,Cansumys canus
10874,2947167441115.7676,Chiroderma doriae
10875,1011419173019.7852,Cephalophus leucogaster
10876,22629832.499836653,Coleura seychellensis
10877,8642529061.028765,Rhinolophus euryotis
10878,286534208.06694186,Rhinolophus euryotis
10879,17571872651.092865,Rhinolophus euryotis
10880,18765485229.748943,Cercopithecus ascanius
10881,170879485183.09897,Rhinolophus euryotis
10882,29412245160.025906,Rhinolophus euryotis
10883,2602949070.2289014,Myosorex tenuis
10884,1960460591.1783879,Chaerephon pumilus
10885,184844475200.57648,Bassaricyon medius
10886,184844475200.57648,Bassaricyon medius
10887,1591243766.222533,Chaerephon pumilus
10888,739051306019.4001,Rheithrosciurus macrotis
10889,4782498579232.843,Rhinolophus blasii
10890,12530506826.662416,Rhinolophus blasii
10891,13867472580.784056,Rhinolophus blasii
10892,5203858646415.062,Rhinolophus affinis
10893,519627274677.90497,Rhinolophus affinis
10894,1451082125.3086736,Rhinolophus affinis
10895,607713340.5994102,Pteropus mahaganus
10896,17504501.46161129,Pteropus melanotus
10897,406232701.82563275,Pteropus melanotus
10898,144578571.1245369,Crocidura negligens
10899,3401083434770.8574,Chaetodipus hispidus
10900,347803510.0051555,Chalinolobus nigrogriseus
10901,10719588.677150425,Coleura seychellensis
10902,73211611.17893238,Rungwecebus kipunji
10903,46666537449.05574,Crocidura beatus
10904,27053518851.075577,Crocidura xantippe
10905,801314211.891425,Pseudocheirus peregrinus
10906,4811920.334412799,Dasyurus hallucatus
10907,730635437.4020151,Dobsonia pannietensis
10908,164265989.15543422,Phalanger orientalis
10909,31893611.77272987,Dobsonia pannietensis
10910,77919620316.1991,Dyacopterus spadiceus
10911,135468551911.41806,Eliurus tanala
10912,12624131149.415955,Suncus hosei
10913,416251495.85145754,Mormopterus eleryi
10914,349369777.24342406,Carpitalpa arendsi
10915,6144284305.985671,Hesperoptenus doriae
10916,1598741028.3816323,Coleura kibomalandy
10917,371157808.41291666,Cervus nippon
10918,1960461025.9652941,Scotonycteris zenkeri
10919,607658002.7269685,Cervus nippon
10920,392350365.1681407,Nyctophilus shirleyae
10921,393609317.17138875,Nyctophilus shirleyae
10922,46701825178.08844,Ochotona coreana
10923,1814750020494.6814,Epomophorus labiatus
10924,967794349.3230017,Microcebus margotmarshae
10925,239399282.72529012,Hapalemur alaotrensis
10926,415228127944.18024,Hapalomys delacouri
10927,38076618348.42597,Hapalomys delacouri
10928,663559275.7162684,Cervus nippon
10929,336376102.2320874,Micronycteris giovanniae
10930,347292029.2668521,Lophostoma kalkoae
10931,6118367189.188293,Rhogeessa bickhami
10932,452255024156.015,Scotophilus robustus
10933,5374941815.71454,Otospermophilus beecheyi
10934,1182396386.4785266,Sundasciurus tenuis
10935,588444323.9302814,Cervus nippon
10936,406232701.82563275,Hipposideros bicolor
10937,31792808475.195477,Solenodon paradoxus
10938,1196315827551.0771,Steatomys parvus
10939,210371864.7306831,Suncus dayi
10940,889123579.0259192,Sundasciurus tenuis
10941,75745524.75761336,Sundasciurus tenuis
10942,104583118.04858592,Sundasciurus tenuis
10943,1661083539.4884155,Sundasciurus tenuis
10944,1658370907.7793686,Taeromys punicans
10945,72728601873.21843,Eutamias sibiricus
10946,6463566036.903981,Eutamias sibiricus
10947,1693861964857.2515,Taphozous hilli
10948,104240607981.54907,Taphozous kapalgensis
10949,26928883366.28559,Thomasomys cinereus
10950,12438965785.272495,Thomasomys niveipes
10951,6653134346.634285,Thomasomys vestitus
10952,193832824571.91034,Lophostoma evotis
10953,1055883168.7659905,Tragelaphus strepsiceros
10954,28284226752.559013,Trichys fasciculata
10955,5050330506.467213,Vampyrum spectrum
10956,18646051.722043425,Cervus nippon
10957,8512672543.11374,Zyzomys pedunculatus
10958,258156126280.5939,Microtus clarkei
10959,169823077709.65536,Ochotona princeps
10960,1878330146.6517868,Mesocapromys nanus
10961,644719.5215722455,Hipposideros cervinus
10962,221645432.99672487,Hipposideros cervinus
10963,123510845808.43335,Vulpes cana
10964,684462617.163074,Murina ryukyuana
10965,386056212.6469722,Murina ryukyuana
10966,177371383.0942308,Hipposideros cervinus
10967,10235382.539911645,Hipposideros cervinus
10968,26920988855.120304,Rangifer tarandus
10969,30467377554.36526,Rangifer tarandus
10970,133467764643.61841,Rangifer tarandus
10971,12206696115.405022,Rangifer tarandus
10972,2139681006.4325514,Semnopithecus ajax
10973,443736368.15922236,Hipposideros macrobullatus
10974,424922247439.37,Semnopithecus schistaceus
10975,75213450374.31429,Saguinus imperator
10976,362351621.8521306,Loxodonta africana
10977,326108495.29862934,Marmosa murina
10978,6602920733065.36,Marmosa murina
10979,5050104610.945538,Marmosa murina
10980,24137701409.236057,Capricornis sumatraensis
10981,994007077781.1666,Cephalophus natalensis
10982,722057315.7819918,Rousettus celebensis
10983,522559640.5558964,Nyctimene sanctacrucis
10984,2009396861362.568,Crocidura roosevelti
10985,1010778226689.8208,Ochotona thibetana
10986,181218568.2740123,Rousettus celebensis
10987,9702239650.172007,Necromys punctulatus
10988,5074102775.065819,Lepus nigricollis
10989,7014496618.351957,Hipposideros macrobullatus
10990,1433911255481.8413,Crocidura yankariensis
10991,1565667286.411611,Rousettus amplexicaudatus
10992,1227754533.7668424,Rousettus amplexicaudatus
10993,23991237790.638462,Cryptotis thomasi
10994,61988981.03037905,Rousettus amplexicaudatus
10995,580474046.312796,Rousettus amplexicaudatus
10996,664147006.8310008,Crocidura zimmeri
10997,192333450800.6631,Rhipidomys macconnelli
10998,242255884.475634,Rousettus celebensis
10999,20716507849.402996,Callosciurus caniceps
11000,2040569186.367895,Aselliscus tricuspidatus
11001,49475899.576574616,Aselliscus tricuspidatus
11002,217623885.75805256,Aselliscus tricuspidatus
11003,1565927752314.7864,Suncus lixus
11004,167201172445.61514,Petrogale rothschildi
11005,35895424665.71243,Aselliscus tricuspidatus
11006,894172550.839685,Aselliscus tricuspidatus
11007,14887389565.789644,Callicebus baptista
11008,922116826.5407584,Atilax paludinosus
11009,147126793473.24924,Calomys boliviae
11010,132435691.15494375,Phalanger orientalis
11011,14195579.78639382,Chaerephon johorensis
11012,632011899.1296891,Simias concolor
11013,886514702.6519887,Dobsonia praedatrix
11014,569194358.5719123,Mandrillus leucophaeus
11015,1617669.9463437095,Dobsonia praedatrix
11016,261129753.76917082,Rhinolophus arcuatus
11017,155047882058.43945,Callicebus purinus
11018,12530506826.458544,Myotis capaccinii
11019,9017633770.348213,Addax nasomaculatus
11020,184808604025.3601,Akodon subfuscus
11021,2541804548.0939007,Aselliscus tricuspidatus
11022,16409572611.588707,Cervus nippon
11023,167114567329.57538,Apodemus rusiges
11024,8834849122.85374,Aselliscus tricuspidatus
11025,607713340.5994102,Aselliscus tricuspidatus
11026,2303680279.469748,Aselliscus tricuspidatus
11027,8642405457.58122,Aselliscus tricuspidatus
11028,3179372009.5594854,Aselliscus tricuspidatus
11029,50973033.566482276,Aselliscus tricuspidatus
11030,4350889409.614529,Aselliscus tricuspidatus
11031,1374638865.891208,Aselliscus tricuspidatus
11032,730635437.4020151,Aselliscus tricuspidatus
11033,5653654792.413113,Aselliscus tricuspidatus
11034,2275753102.4026937,Aselliscus tricuspidatus
11035,45874899.6002023,Cervus nippon
11036,33372849567.811043,Cervus nippon
11037,11625431.847780844,Cervus nippon
11038,917533585.2359412,Aselliscus tricuspidatus
11039,234222506312.64865,Apodemus alpicola
11040,18236444065.18919,Aselliscus tricuspidatus
11041,644719.5215722455,Aselliscus tricuspidatus
11042,3966659075.940928,Aselliscus tricuspidatus
11043,2235657324.513573,Aselliscus tricuspidatus
11044,5729810.108074758,Aselliscus tricuspidatus
11045,2148351541.123198,Aselliscus tricuspidatus
11046,14763258375.91552,Hipposideros bicolor
11047,150774216.2448984,Hipposideros bicolor
11048,337284142.3824662,Aselliscus tricuspidatus
11049,708710216.8014424,Aselliscus tricuspidatus
11050,366609185737.9698,Budorcas taxicolor
11051,136116537934.09248,Aselliscus tricuspidatus
11052,7098856438.046271,Aselliscus tricuspidatus
11053,2987485228.4317946,Aselliscus tricuspidatus
11054,19884214616.69964,Ateles geoffroyi
11055,175277717054.4645,Budorcas taxicolor
11056,232580656910.0145,Cercocebus chrysogaster
11057,52916924132.138824,Alticola roylei
11058,3926056649.7892513,Aselliscus tricuspidatus
11059,2452667568881.1743,Alticola argentatus
11060,17571992852.825676,Aselliscus tricuspidatus
11061,46177588.26137015,Aselliscus tricuspidatus
11062,93929647459.51028,Capricornis sumatraensis
11063,15244387025.62749,Ateles geoffroyi
11064,12446134789.496548,Ateles geoffroyi
11065,415565672446.18353,Atlantoxerus getulus
11066,449194107.6817075,Praomys degraaffi
11067,4975463845.562974,Hipposideros macrobullatus
11068,2161787716.5674963,Atlantoxerus getulus
11069,28486216.129012197,Bubalus mindorensis
11070,23775138442.664673,Gerbillus acticola
11071,659918290651.8088,Histiotus macrotus
11072,949991742895.109,Holochilus chacarius
11073,2770577372948.4683,Parahyaena brunnea
11074,707054373202.7372,Bos mutus
11075,3797906649595.611,Cardiocranius paradoxus
11076,193159250.446033,Cercocebus sanjei
11077,304068608.93506414,Ardops nichollsi
11078,947829921.7203913,Ardops nichollsi
11079,829433454.0120275,Ardops nichollsi
11080,50922938269.85929,Cercopithecus mitis
11081,58793599564.19012,Neotamias panamintinus
11082,6659154713.947015,Cercopithecus mitis
11083,43586539631.929825,Cercopithecus mitis
11084,439714087.7530589,Cercopithecus mitis
11085,18294643567.45596,Cercopithecus mitis
11086,75014493719.11296,Cercopithecus mitis
11087,43056036250.392075,Cercopithecus mitis
11088,731157522672.8813,Cercopithecus mitis
11089,113129262987.08969,Cercopithecus mitis
11090,222087995.75143734,Rhinolophus shameli
11091,108549632619.37538,Cercopithecus mitis
11092,175497046251.98386,Cercopithecus mitis
11093,730635437.4020151,Hipposideros cervinus
11094,4472616964932.935,Chaerephon chapini
11095,426409117.2659297,Chalinolobus tuberculatus
11096,30320174602.843567,Chibchanomys trichotis
11097,32975476958.340496,Chinchilla lanigera
11098,1442930398.7180083,Chalinolobus tuberculatus
11099,899885826.4741018,Macaca fuscata
11100,439733849.52231747,Sundasciurus philippinensis
11101,588537203205.7358,Chelemys macronyx
11102,162930603183.79333,Macaca fuscata
11103,103270376747.43898,Chiruromys vates
11104,812549625.7043097,Colobus satanas
11105,321477182503.1835,Cercopithecus nictitans
11106,57502502950.014244,Cercopithecus nictitans
11107,474880727.2080703,Cercopithecus nictitans
11108,217703005.44850746,Crocidura fumosa
11109,330313327045.48914,Colobus satanas
11110,1195949421.9852583,Rousettus celebensis
11111,368166200.062328,Crocidura eisentrauti
11112,42795649846.814606,Macaca fuscata
11113,55563184.210560165,Rousettus celebensis
11114,77814461.87259851,Crocidura polia
11115,1317975168.8922405,Crocidura armenica
11116,75656072.43376388,Rousettus celebensis
11117,590124034.197975,Crocidura fumosa
11118,52711147.50529978,Abrocoma vaccarum
11119,8672115482.50025,Craseonycteris thonglongyai
11120,3008438706.7839518,Crocuta crocuta
11121,3119360068313.651,Cynomys ludovicianus
11122,1538050634.8272135,Ctenomys colburni
11123,12562165025.001797,Ctenomys leucodon
11124,21180409476.798214,Ctenomys steinbachi
11125,85379532.69229555,Pteropus mahaganus
11126,665969579.7879239,Phalanger orientalis
11127,712731463.2218595,Cynomys mexicanus
11128,529098004.1859126,Sundasciurus philippinensis
11129,661081855.7861081,Chaerephon tomensis
11130,34328981.92064132,Crocidura wimmeri
11131,316810252.9742652,Chaerephon major
11132,361402351463.6382,Hylobates agilis
11133,1224433940.6914177,Ardops nichollsi
11134,2276063289.4124203,Dactylopsila trivirgata
11135,144843334.5694683,Pteropus melanotus
11136,209162703978.3353,Pteropus rufus
11137,274596334855.29947,Desmomys harringtoni
11138,719660205917.722,Chaetodipus intermedius
11139,6705185037.112559,Chalinolobus morio
11140,54933064131.52469,Hylomyscus baeri
11141,3163966856.4841504,Dactylopsila trivirgata
11142,142495295143.05017,Dasycercus cristicauda
11143,5050330506.467213,Chiroderma trinitatum
11144,1374820311.882292,Chiruromys forbesi
11145,917831008.1813918,Chiruromys forbesi
11146,546664725026.4845,Abrothrix jelskii
11147,659073233.9049972,Ardops nichollsi
11148,1960460681.2632468,Nycteris arge
11149,456344311329.2223,Macaca fascicularis
11150,639939482107.2773,Macaca fascicularis
11151,529087928.12409985,Macaca fascicularis
11152,529831973163.61505,Connochaetes gnou
11153,1375385371357.3516,Euryoryzomys nitidus
11154,798009683.9054068,Crateromys australis
11155,16075986.508376772,Cremnomys elvira
11156,5791858302.200434,Ctenomys australis
11157,261184366.4465953,Crunomys melanius
11158,371892271.6327523,Ardops nichollsi
11159,361076062939.96765,Delomys dorsalis
11160,44967720.206796564,Mystacina tuberculata
11161,268281429162.5598,Dasyurus geoffroii
11162,27738644348.711777,Dendromus kivu
11163,5050330506.467213,Desmodus rotundus
11164,1227754533.7668424,Dobsonia praedatrix
11165,260723612953.05716,Peromyscus merriami
11166,1117217865648.655,Paraxerus palliatus
11167,5591038743.731954,Cynopterus sphinx
11168,5546484021395.905,Dipodomys ordii
11169,12799157.626898818,Dobsonia praedatrix
11170,23423911.09296562,Dobsonia praedatrix
11171,1807822.577491516,Dobsonia praedatrix
11172,74638904896.37334,Dicrostonyx vinogradovi
11173,110525032.89261009,Dobsonia praedatrix
11174,50973033.566482276,Dobsonia praedatrix
11175,7098925292.422267,Dobsonia praedatrix
11176,2908166828517.868,Atelocynus microtis
11177,1946354947021.6199,Lycalopex vetulus
11178,9350074855.34312,Eptesicus fuscus
11179,90576297724.83363,Equus grevyi
11180,1104188703.9261184,Equus grevyi
11181,2276063289.4124207,Echymipera clara
11182,261173949.98903278,Macaca fascicularis
11183,21403292.9011393,Macroglossus minimus
11184,175646627.12781683,Macroglossus minimus
11185,161809000.50326058,Macaca fascicularis
11186,15015626.346453218,Macaca fascicularis
11187,25310328.168117993,Macaca fascicularis
11188,19126299153.83444,Macaca fascicularis
11189,77410589830.08372,Macaca fascicularis
11190,888532284.6751981,Rousettus celebensis
11191,768048035901.1427,Eligmodontia morgani
11192,73752464.39426214,Rousettus celebensis
11193,6599378701.258332,Eulemur coronatus
11194,607666920.7258055,Macaca fuscata
11195,2336502462971.5312,Eudorcas rufifrons
11196,179119465335.40378,Gazella spekei
11197,207415587416.04736,Gerbillus harwoodi
11198,3651199002.59815,Gerbillus lowei
11199,1535474364.689755,Gracilinanus microtarsus
11200,104526314.37148197,Habromys lepturus
11201,380151014819.9656,Ammospermophilus harrisii
11202,47947269526.83044,Ctenomys haigi
11203,3924747362237.226,Gracilinanus agilis
11204,2189771618.303668,Haeromys margarettae
11205,2180715070.002547,Nilgiritragus hylocrius
11206,286337614.96785563,Hipposideros cervinus
11207,2366106932.7021637,Rousettus celebensis
11208,11881604.02579022,Macroglossus minimus
11209,37868146537.96341,Arabitragus jayakari
11210,17778321879.65215,Hesperoptenus blanfordi
11211,1901996137.1726215,Hipposideros cervinus
11212,344412147860.2908,Heterohyrax brucei
11213,56844510.72108594,Hipposideros cervinus
11214,175652081.4927108,Hipposideros cervinus
11215,5418972.586630557,Hipposideros cervinus
11216,36109983420.0518,Hipposideros cervinus
11217,406232701.82563275,Hipposideros cervinus
11218,13159169692.77709,Macaca fascicularis
11219,11621869667.097471,Hipposideros cervinus
11220,456626599.36394614,Hipposideros cervinus
11221,244499896.0895411,Macroglossus sobrinus
11222,8834849122.85374,Hipposideros cervinus
11223,979963139.0050968,Hipposideros cervinus
11224,217623885.75805256,Hipposideros cervinus
11225,4350889409.614529,Hipposideros cervinus
11226,70185076.68325436,Hipposideros cervinus
11227,1374638865.891208,Hipposideros cervinus
11228,35895424665.71243,Hipposideros cervinus
11229,333782662191.95984,Hipposideros cervinus
11230,5653654792.413113,Hipposideros cervinus
11231,416455020.57884306,Hipposideros cervinus
11232,443736368.15922236,Hipposideros cervinus
11233,1753582518.749388,Hipposideros cervinus
11234,716549493.5113379,Hipposideros cervinus
11235,1195949421.9852583,Hipposideros cervinus
11236,3966659075.940928,Hipposideros cervinus
11237,2235657324.513573,Hipposideros cervinus
11238,1844520913.5521836,Hipposideros cervinus
11239,343116540.5372442,Hipposideros cervinus
11240,14212431457.841904,Hipposideros cervinus
11241,7098856438.046271,Hipposideros cervinus
11242,621200161.8932904,Hipposideros cervinus
11243,917533585.2359412,Hipposideros cervinus
11244,337284142.3824662,Hipposideros cervinus
11245,2049749144.114075,Limnomys sibuanus
11246,47704605.19083702,Mormopterus norfolkensis
11247,492640835.4774805,Macaca fascicularis
11248,2366115982.006193,Hipposideros cervinus
11249,708710216.8014424,Hipposideros cervinus
11250,607723539.3424411,Macroglossus minimus
11251,19415168.937713332,Macroglossus minimus
11252,116218835.23550239,Rousettus celebensis
11253,308095348.35571855,Hipposideros cervinus
11254,433489670842.462,Macaca fascicularis
11255,2987485228.4317946,Hipposideros cervinus
11256,209320673.9367289,Hipposideros cervinus
11257,261105155.81777626,Macroglossus minimus
11258,731006315732.4045,Pteropus vampyrus
11259,29533238705.736904,Macaca fascicularis
11260,3926056649.7892513,Hipposideros cervinus
11261,49353685287.31151,Callithrix kuhlii
11262,12329518.176228356,Macaca fascicularis
11263,27816437.700414624,Macroglossus minimus
11264,2389037840.636959,Hipposideros cervinus
11265,34476935.205184534,Hipposideros cervinus
11266,456849738.89255905,Macroglossus minimus
11267,30546929.58970004,Macroglossus minimus
11268,102413260.08969086,Macroglossus minimus
11269,16569278.08509757,Macroglossus minimus
11270,3164362443.1552396,Hipposideros cervinus
11271,75656072.43376388,Hipposideros cervinus
11272,6665095104.403705,Hipposideros hypophyllus
11273,2275753102.4026937,Hipposideros cervinus
11274,557490944.0352315,Hipposideros cervinus
11275,2016557553.1462057,Hipposideros corynophyllus
11276,54196459121.56766,Manis crassicaudata
11277,399781312.69820964,Hipposideros hypophyllus
11278,50103548.54694732,Hipposideros stenotis
11279,29145725.714101106,Hipposideros stenotis
11280,626039227231.7001,Apodemus ponticus
11281,40099991648.52274,Hylobates moloch
11282,33132050958.77582,Indri indri
11283,23276140766.006542,Hylopetes alboniger
11284,40227444801.32222,Hylopetes alboniger
11285,510458645916.01697,Neotamias umbrinus
11286,1181697493.7501173,Aonyx cinereus
11287,627585616215.5746,Idiurus macrotis
11288,83341436489.55383,Kerivoula minuta
11289,62094198591.31835,Kerivoula minuta
11290,5544010902.452336,Kerivoula whiteheadi
11291,378465371966.8135,Naemorhedus griseus
11292,1661083539.4884155,Pteropus vampyrus
11293,128871124186.20549,Pteropus vampyrus
11294,3387866379764.8037,Pygoderma bilabiatum
11295,785773364.9999958,Cervus nippon
11296,34401302879.18779,Kerivoula whiteheadi
11297,11904727768.773901,Kerivoula whiteheadi
11298,12085004387.256563,Kerivoula whiteheadi
11299,495840632931.8305,Lepus callotis
11300,677760442.934256,Lemniscomys roseveari
11301,25472572297.055557,Dipodomys venustus
11302,107073683224.39052,Lonchorhina fernandezi
11303,64311301403.648926,Manis crassicaudata
11304,418175825130.79285,Manis crassicaudata
11305,738939556030.9506,Macroglossus minimus
11306,75701399332.52954,Liberiictis kuhni
11307,52774645948.43375,Lophuromys woosnami
11308,234809927774.80902,Lutra lutra
11309,183627843320.75955,Lutra lutra
11310,67240134834.97894,Lutra lutra
11311,433477177447.1773,Lutra lutra
11312,5591038743.731954,Macroglossus sobrinus
11313,14597966.10169443,Macroglossus sobrinus
11314,4064031501.718005,Macroglossus sobrinus
11315,631982930.8289903,Macroglossus sobrinus
11316,11112523.61506608,Macroglossus minimus
11317,3891821518.15775,Macroglossus sobrinus
11318,1784527276.5890424,Macroglossus sobrinus
11319,78866692708.4895,Mus oubanguii
11320,621073559.3963755,Macroglossus sobrinus
11321,3272339188.0768647,Macrotarsomys ingens
11322,177462820643.91446,Macrotarsomys bastardi
11323,938992802.7990148,Mallomys gunung
11324,3355864879936.46,Manis crassicaudata
11325,16675312625.671282,Marmosa andersoni
11326,6051823198.741966,Maxomys pagensis
11327,3468695996.9601603,Melonycteris fardoulisi
11328,5653654792.413113,Melonycteris fardoulisi
11329,716549493.5113379,Melonycteris fardoulisi
11330,3966659075.940928,Melonycteris fardoulisi
11331,2148351541.123198,Melonycteris fardoulisi
11332,230052433.26925084,Melonycteris fardoulisi
11333,545167601.0203795,Melonycteris fardoulisi
11334,665681614.0287777,Melonycteris fardoulisi
11335,11286184131.611576,Meriones sacramenti
11336,2609838831.1966085,Mesocapromys nanus
11337,5050330506.467213,Mesophylla macconnelli
11338,25705038122.665535,Microcavia shiptoni
11339,730635437.4020151,Pteropus hypomelanus
11340,5050330506.467213,Lampronycteris brachyotis
11341,660010305487.231,Microryzomys minutus
11342,352814381515.36505,Microtus daghestanicus
11343,2167104328.5107975,Microtus irani
11344,270933290296.44336,Microtus multiplex
11345,2539747774571.7715,Monodelphis dimidiata
11346,52625795448.0102,Mormopterus minutus
11347,191822124340.25745,Myotis scotti
11348,290272764121.0085,Myrmecophaga tridactyla
11349,12385999922615.207,Myrmecophaga tridactyla
11350,1169839027315.8604,Myrmecophaga tridactyla
11351,124011491789.05011,Mysateles prehensilis
11352,565966196790.3519,Murina huttoni
11353,14349056537.658712,Mus callewaerti
11354,4287620378058.922,Mustela nigripes
11355,695518147.5553991,Myonycteris brachycephala
11356,1203927788.649617,Myotis capaccinii
11357,2787240598259.9385,Myotis ciliolabrum
11358,557490944.0352315,Myotis oreias
11359,2773659027476.794,Naemorhedus griseus
11360,79448929443.83939,Oecomys trinitatis
11361,4952506002392.281,Oecomys trinitatis
11362,882023982788.6774,Oligoryzomys chacoensis
11363,10240353293.329447,Oligoryzomys vegetus
11364,34523047.804786704,Echymipera kalubu
11365,210232675354.9822,Neotragus batesi
11366,86418557.49041022,Octodon pacificus
11367,373620100792.9575,Oecomys rex
11368,410728585.01335776,Pteropus hypomelanus
11369,170866124657.82748,Eonycteris spelaea
11370,433489968371.3398,Eonycteris spelaea
11371,147891060280.9844,Oecomys rex
11372,890766247514.5454,Onychomys arenicola
11373,11572186048.70377,Oreoryzomys balneator
11374,9926320899.569485,Nephelomys devius
11375,116820403992.3258,Handleyomys saturatior
11376,439487665.51978016,Paraxerus palliatus
11377,4741605650.034329,Paraleptomys wilhelmina
11378,966882545088.9305,Paraxerus boehmi
11379,113401291150.05647,Eonycteris spelaea
11380,2276063289.4124207,Peroryctes raffrayana
11381,2704835965.7686906,Phalanger orientalis
11382,8121022690.56344,Petaurillus kinlochii
11383,115589904255.16621,Petinomys vordermanni
11384,2541862989.216242,Phalanger orientalis
11385,803271778.9175245,Phalanger orientalis
11386,2276063289.4124203,Phalanger orientalis
11387,1643990869.0922303,Phalanger orientalis
11388,1775258.050349473,Phalanger orientalis
11389,27866817.278951354,Phalanger orientalis
11390,1088647509.7621698,Phalanger orientalis
11391,410790265.27169055,Phalanger orientalis
11392,2040893489.6469054,Phalanger orientalis
11393,5654113228.010854,Phalanger orientalis
11394,3163966856.4841504,Phalanger orientalis
11395,87135747.6028959,Phalanger orientalis
11396,8835445092.287384,Phalanger orientalis
11397,4186878466352.303,Phodopus campbelli
11398,3469243939.2359276,Phalanger orientalis
11399,3966283106.2467465,Phalanger orientalis
11400,33291072.688248195,Phalanger orientalis
11401,35896985202.85578,Phalanger orientalis
11402,239517292.9612135,Pipistrellus kuhlii
11403,15939627269.281496,Pipistrellus kuhlii
