Binomial,Range size (sq km),Log10 range size,Body mass (g),Log10 body mass,Population density (individuals/ha),Log10 population density,Study area (ha),Log10 study area,iqr mean annual temperature,iqr precipitation,iqr seasonality,iqr altitude,iqr NPP,iqr solar radiation,Diet (Proxy for Trophic level),Biogeographical realm,Range size within biogeographical realm (sq km),Population density and study area reference,Taxonomic group
Neofelis_nebulosa,1854998.744,6.268,14945.050,4.174,0.000,-3.325,38260.000,4.583,63.000,638.500,3189.000,1223.500,0.255,13.100,Carnivore,Indo-Malay,1221013.421,"Borah, J., Sharma, T., Das, D., Rabha, N., Kakati, N., Basumatary, A.,  Ahmed, F. & Vattakaven, J. (2014). Abundance and density estimates for common leopard Panthera pardus and clouded leopard Neofelis nebulosa in Manas National Park, Assam, India. Oryx, 48(01), 149-155.",Mammals
Panthera_tigris,1206094.666,6.081,161914.660,5.209,0.000,-3.319,31200.000,4.494,219.000,1411.750,9190.250,553.000,0.386,6.033,Carnivore,Indo-Malay,931336.382,"Khan, M. M. H. (2012). Population and prey of the Bengal Tiger Panthera tigris tigris (Linnaeus, 1758)(Carnivora: Felidae) in the Sundarbans, Bangladesh. Journal of Threatened Taxa, 4(2), 2370-2380.",Mammals
Rhinoceros_unicornis,3285.917,3.517,1843655.800,6.266,0.028,-1.551,2647.368,3.423,10.000,753.500,1342.000,117.500,0.000,2.075,Herbivore,Indo-Malay,3285.912,"Subedi, N., Jnawali, S. R., Dhakal, M., Pradhan, N. M., Lamichhane, B. R., Malla, S., Amin, R. & Jhala, Y. V. (2013). Population status, structure and distribution of the greater one-horned rhinoceros Rhinoceros unicornis in Nepal. Oryx, 47(03), 352-360.",Mammals
Rusa_unicolor,7566545.982,6.879,177522.900,5.249,0.022,-1.650,100800.000,5.003,59.000,1155.000,3328.250,663.000,0.396,10.796,Herbivore,Indo-Malay,6627042.247,"Khan, J. A., Chellam, R., Rodgers, W. A., & Johnsingh, A. J. T. (1996). Ungulate densities and biomass in the tropical dry deciduous forests of Gir, Gujarat, India. Journal of Tropical Ecology, 12(01), 149-162.",Mammals
Semnopithecus_entellus,566285.590,5.753,12679.290,4.103,0.429,-0.367,25000.000,4.398,17.000,226.000,984.000,334.000,0.164,7.425,Herbivore,Indo-Malay,565260.190,"Narasimmarajan, K., Puia, L., & Barman, B. B. (2012). Population density, Group size and Abundance of Hanuman langurs (Semnopithecus entellus) in Melghat Tiger Reserve, Maharashtra, Central India. NeBIO, 3(1), 84-88.",Mammals
Symphalangus_syndactylus,340354.284,5.532,10839.000,4.035,0.003,-2.505,2124.000,3.327,37.000,508.500,88.000,651.500,0.185,4.844,Omnivore,Indo-Malay,339891.839,"Southwick, C. H., & Cadigan Jr, F. C. (1972). Population studies of Malaysian primates. Primates, 13(1), 1-18.",Mammals
Tapirus_indicus,89491.825,4.952,311209.190,5.493,0.001,-3.023,28440.000,4.454,21.000,511.000,771.000,396.000,0.189,7.244,Herbivore,Indo-Malay,89474.823,"Rayan, D. M., Mohamad, S. W., Dorward, L., Aziz, S. A., Clements, G. R., Christopher, W. C. T., Traeholt, C. & Magintan, D. (2012). Estimating the population density of the Asian tapir (Tapirus indicus) in a selectively logged forest in Peninsular Malaysia. Integrative zoology, 7(4), 373-380.",Mammals
Tetracerus_quadricornis,2063040.030,6.315,19282.120,4.285,0.004,-2.377,100800.000,5.003,16.000,508.000,2226.500,303.000,0.266,5.142,Herbivore,Indo-Malay,2062248.693,"Khan, J. A., Chellam, R., Rodgers, W. A., & Johnsingh, A. J. T. (1996). Ungulate densities and biomass in the tropical dry deciduous forests of Gir, Gujarat, India. Journal of Tropical Ecology, 12(01), 149-162.",Mammals
Trachypithecus_cristatus,1213226.935,6.084,7176.810,3.856,0.001,-2.998,2124.000,3.327,19.000,741.500,98.000,345.000,0.153,5.127,Herbivore,Indo-Malay,1209451.617,"Southwick, C. H., & Cadigan Jr, F. C. (1972). Population studies of Malaysian primates. Primates, 13(1), 1-18.",Mammals
Trachypithecus_obscurus,259473.128,5.414,7247.880,3.860,0.003,-2.574,2124.000,3.327,14.000,675.500,454.250,245.000,0.190,5.717,Herbivore,Indo-Malay,256900.570,"Southwick, C. H., & Cadigan Jr, F. C. (1972). Population studies of Malaysian primates. Primates, 13(1), 1-18.",Mammals
Antilocapra_americana,2007724.284,6.303,47450.010,4.676,0.091,-1.041,466875.000,5.669,48.000,131.000,2795.500,975.500,0.299,8.696,Herbivore,Nearctic,2007523.146,"Hoffman, J. D., Genoways, H. H., & Jones, R. R. (2010). Factors influencing long-term population dynamics of pronghorn (Antilocapra americana): evidence of an Allee effect. Journal of Mammalogy, 91(5), 1124-1134.",Mammals
Baiomys_taylori,1275232.760,6.106,7.430,0.871,42.000,1.623,0.810,-0.092,45.000,370.000,3629.000,1391.000,0.434,9.933,Herbivore,Nearctic,996965.661,"Grant, W. E., Carothers, P. E., & Gidley, L. A. (1985). Small mammal community structure in the postoak savanna of east-central Texas. Journal of Mammalogy, 66(3), 589-594.",Mammals
Bassariscus_astutus,3903675.622,6.591,1010.370,3.004,0.003,-2.602,0.039,-1.409,62.000,498.000,3227.250,1340.000,0.606,14.108,Omnivore,Nearctic,3408385.068,"Harrison, R. L. (2013). Ringtail (Bassariscus astutus) noninvasive survey methods, density, and occupancy in central New Mexico, USA. Western North American Naturalist, 73(3), 365-372.",Mammals
Bison_bison,195312.354,5.291,624577.070,5.796,4.165,0.620,96000.000,4.982,30.000,138.000,3808.000,782.000,0.225,2.346,Herbivore,Nearctic,192855.794,"Merkle, J. A., Cherry, S. G., & Fortin, D. (2015). Bison distribution under conflicting foraging strategies: site fidelity vs. energy maximization. Ecology, 96(7), 1793-1801.",Mammals
Blarina_brevicauda,4106775.423,6.614,18.560,1.269,4.500,0.653,1.980,0.297,68.000,529.000,2506.750,234.000,0.196,13.146,Carnivore,Nearctic,4068059.439,"Buckner, C. H. 1966. Populations and ecological relationships of shrews in Tamarack bogs of Southeastern Manitoba. Journal of Mammalogy 47:181-194.",Mammals
Blarina_carolinensis,866096.027,5.938,11.910,1.076,42.900,1.632,1.320,0.121,29.000,198.000,1251.000,73.000,0.109,4.246,Carnivore,Nearctic,859297.337,"Whittaker, J. C., & Feldhamer, G. A. (2005). Population dynamics and activity of southern short-tailed shrews (Blarina carolinensis) in southern Illinois. Journal of Mammalogy, 86(2), 294-301.",Mammals
Canis_latrans,17097659.690,7.233,11989.100,4.079,0.003,-2.602,66000.000,4.820,148.000,480.000,5537.000,776.500,0.566,20.448,Carnivore,Nearctic,15935578.100,"Samson, C., & Crete, M. (1997). Summer food habits and population density of coyotes, Canis latrans in boreal forests of southeastern Quebec. Canadian field-naturalist. Ottawa ON, 111(2), 227-233.",Mammals
Chaetodipus_baileyi,283191.320,5.452,28.440,1.454,138.776,2.142,0.490,-0.310,46.000,225.000,1471.000,833.000,0.337,11.525,Omnivore,Nearctic,281889.932,"Yihune, M., & Bekele, A. (2012). Diversity, Distribution and Abundance of Rodent Community in the Afro-alpine Habitats of the Simien Mountains National Park, Ethiopia. International Journal of Zoological Research, 8(4), 137.",Mammals
Chaetodipus_penicillatus,395586.930,5.597,15.570,1.192,3.850,0.585,0.250,-0.602,48.000,260.250,1430.750,801.750,0.393,8.867,Omnivore,Nearctic,395141.903,"Valone, T. J., J. H. Brown, and C. L. Jacobi. 1995. Catastrophic Decline of a Desert Rodent, Dipodomys spectabilis - Insights from a Long-Term Study. Journal of Mammalogy 76:428-436. ",Mammals
Cryptotis_parva,4121717.632,6.615,4.970,0.696,3.375,0.528,5.910,0.772,72.000,451.000,2530.250,356.000,0.219,8.383,Carnivore,Nearctic,3714674.271,"Howell, J. C. 1954. Populations and home ranges of small mammals on an overgrown field. Journal of Mammalogy 35:177-186.",Mammals
Cynomys_leucurus,269518.721,5.431,963.760,2.984,4.685,0.671,8.100,0.908,33.000,152.000,981.000,532.000,0.392,3.483,Herbivore,Nearctic,269525.999,"Menkens, G. E., and S. H. Anderson. 1991. Population-Dynamics of White-Tailed Prairie Dogs During an Epizootic of Sylvatic Plague. Journal of Mammalogy 72:328-331.",Mammals
Dicrostonyx_groenlandicus,2562411.181,6.409,58.440,1.767,18.250,1.261,0.527,-0.278,50.000,85.000,2886.000,364.000,0.555,9.158,Herbivore,Nearctic,2403913.877,"Gilg, O. (2002). The summer decline of the collared lemming, Dicrostonyx groenlandicus, in high arctic Greenland. Oikos, 99(3), 499-510.",Mammals
Dipodomys_merriami,1423719.877,6.153,37.910,1.579,7.800,0.892,0.250,-0.602,53.000,193.000,2167.000,942.000,0.360,15.415,Herbivore,Nearctic,1370940.987,"Zeng, Z., & Brown, J. H. (1987). Population ecology of a desert rodent: Dipodomys merriami in the Chihuahuan Desert. Ecology, 1328-1340.",Mammals
Dipodomys_spectabilis,523904.473,5.719,124.610,2.096,12.800,1.107,0.250,-0.602,43.000,103.000,1185.250,680.250,0.252,5.958,Herbivore,Nearctic,523903.497,"Valone, T. J., Brown, J. H., & Jacobi, C. L. (1995). Catastrophic decline of a desert rodent, Dipodomys spectabilis: insights from a long-term study. Journal of Mammalogy, 76(2), 428-436.",Mammals
Dipodomys_stephensi,2934.531,3.468,68.490,1.836,5.050,0.703,1.215,0.085,9.000,103.000,304.000,92.000,0.000,0.000,Omnivore,Nearctic,2934.529,"Price, M. V., & Endo, P. R. (1989). Estimating the distribution and abundance of a cryptic species, Dipodomys stephensi (Rodentia: Heteromyidae), and implications for management. Conservation Biology, 293-301.",Mammals
Erethizon_dorsatum,12063333.800,7.081,7419.460,3.870,0.265,-0.577,240.000,2.380,94.000,335.000,4609.000,824.000,0.392,19.196,Herbivore,Nearctic,11925074.420,"Hale, M. O., & Fuller, T. K. (1999). Estimating Porcupine (Erethizon Dorsatum Linnaeus, 1758) Density Using Radiotelemetry And Replicated Mark-Resight Techniques. Zeitschrift Fur Saugetierkunde-International Journal Of Mammalian Biology, 64(2).",Mammals
Glaucomys_sabrinus,7852682.874,6.895,137.530,2.138,0.485,-0.314,7.200,0.857,66.000,438.000,4134.000,558.000,0.427,6.825,Omnivore,Nearctic,7684123.780,"Witt, J. W. . Home Range and Density Estimates for the Northern Flying Squirrel, Glaucomys sabrinus, in Western Oregon. Journal of Mammalogy 73:921-929. ",Mammals
Glaucomys_volans,3848269.764,6.585,71.900,1.857,5.550,0.744,10.300,1.013,89.000,341.000,2436.000,227.000,0.179,10.740,Omnivore,Nearctic,3584111.926,"Sonenshine, D. E., Lauer, D. M., Walker, T. C., & Elisberg, B. L. (1979). The ecology of Glaucomys volans (Linnaeus, 1758) in Virginia. Acta Theriologica, 24(26), 363-377.",Mammals
Lemmiscus_curtatus,1662078.450,6.221,28.270,1.451,10.000,1.000,1.000,0.000,37.000,109.000,1984.000,1008.000,0.256,10.621,Herbivore,Nearctic,1662098.387,"Mullican, T. R., & Keller, B. L. (1986). Ecology of the sagebrush vole (Lemmiscus curtatus) in southeastern Idaho. Canadian journal of zoology, 64(6), 1218-1223.",Mammals
Lepus_californicus,4392731.227,6.643,2422.480,3.384,9.900,0.996,0.500,-0.301,86.000,317.000,2095.750,1206.000,0.476,12.775,Herbivore,Nearctic,4341140.651,"Johnson, R. D., & Anderson, J. E. (1984). Diets of black-tailed jack rabbits in relation to population density and vegetation. Journal of Range Management, 79-83.",Mammals
Lepus_townsendii,3453820.357,6.538,3371.640,3.528,0.076,-1.119,31000.000,4.491,46.000,192.000,3339.500,1055.750,0.304,13.233,Herbivore,Nearctic,3448599.775,"Rogowitz, G. L., & Wolfe, M. L. (1991). Intraspecific variation in life-history traits of the white-tailed jackrabbit (Lepus townsendii). Journal of mammalogy, 72(4), 796-806.",Mammals
Lynx_canadensis,8452518.034,6.927,9682.820,3.986,0.000,-3.553,6400.000,3.806,63.000,359.000,3348.500,485.500,0.463,7.108,Carnivore,Nearctic,8294683.560,"Squires, J. R., Olson, L. E., Turner, D. L., DeCesare, N. J., & Kolbe, J. A. (2012). Estimating detection probability for Canada lynx Lynx canadensis using snow-track surveys in the northern Rocky Mountains, Montana, USA. Wildlife Biology, 18(2), 215-224.",Mammals
Lynx_rufus,9294122.655,6.968,6374.470,3.804,0.001,-2.879,2837.500,3.453,112.000,638.000,2707.000,1144.000,0.453,15.425,Carnivore,Nearctic,8945789.925,"Thornton, D. H., & Pekins, C. E. (2015). Spatially explicit capture–recapture analysis of bobcat (Lynx rufus) density: implications for mesocarnivore monitoring. Wildlife Research, 42(5), 394-404.",Mammals
Marmota_monax,7610787.050,6.881,3880.930,3.589,2.760,0.441,1.170,0.068,86.000,494.000,3415.000,292.000,0.380,11.850,Omnivore,Nearctic,7547991.252,"Woodward, S. M. (1990). Population density and home range characteristics of woodchucks, Marmota monax, at expressway interchanges. Canadian field-naturalist. Ottawa ON, 104(3), 421-428.",Mammals
Mephitis_mephitis,12271140.380,7.089,2399.990,3.380,0.004,-2.393,1280.000,3.107,111.000,508.000,4118.000,786.000,0.344,20.508,Omnivore,Nearctic,12177832.510,"Hansen, L. A., Mathews, N. E., Vander Lee, B. A., & Lutz, R. S. (2004). Population characteristics, survival rates, and causes of mortality of striped skunks (Mephitis mephitis) on the southern High Plains, Texas. The Southwestern Naturalist, 49(1), 54-60.",Mammals
Microtus_californicus,287633.673,5.459,57.420,1.759,96.500,1.985,0.950,-0.022,48.000,644.250,1625.000,832.750,0.307,5.958,Herbivore,Nearctic,286328.922,"Ostfeld, R. S., and L. L. Klosterman. 1986. Demographic Substructure in a California Vole Population Inhabiting a Patchy Environment. Journal of Mammalogy 67:693-704.",Mammals
Microtus_mexicanus,854501.410,5.932,34.880,1.543,27.000,1.431,0.144,-0.842,56.000,290.750,4137.250,503.750,0.428,17.133,Herbivore,Nearctic,699672.818,"Sanchez-Cordero, V. and Canela-Rojo, M. (1991) Population Study Of Rodents In A Pine Forest Of The Transvolcanic Belt. Anales Del Instituto De Biologia Universidad Nacional Autonoma De Mexico Serie Zoologia, 62 (2), 319-340.",Mammals
Microtus_ochrogaster,3243186.204,6.511,42.500,1.628,89.906,1.954,1.660,0.220,70.000,478.000,2553.000,450.000,0.280,10.242,Omnivore,Nearctic,3237931.358,"Meserve, P. L. 1971. Population ecology of the Praire vole, Microtus ochrogaster, in the western mixed praire of Nebraska. American Midland Naturalist 86:417-443.",Mammals
Microtus_oregoni,206847.867,5.316,20.350,1.309,72.000,1.857,1.000,0.000,36.500,861.000,1227.500,853.000,0.140,10.942,Herbivore,Nearctic,205595.174,"Sullivan, T. P., & Krebs, C. J. (1981). Microtus population biology: demography of M. oregoni in southwestern British Columbia. Canadian Journal of Zoology, 59(11), 2092-2102.",Mammals
Microtus_pennsylvanicus,11962109.090,7.078,42.530,1.629,225.000,2.352,0.160,-0.796,90.000,435.000,4087.000,495.000,0.485,11.542,Herbivore,Nearctic,11782054.810,"Pugh, S. R., and R. S. Ostfeld. 1998. Effects of prior population density on use of space by meadow voles, Microtus pennsylvanicus. Journal of Mammalogy 79:551-557. ",Mammals
Microtus_richardsoni,859719.999,5.934,85.500,1.932,6.200,0.792,3.450,0.538,47.000,325.000,895.000,777.000,0.260,16.425,Omnivore,Nearctic,859672.873,"Ludwig, D. R. 1988. Reproduction and Population-Dynamics of the Water Vole, Microtus richardsoni. Journal of Mammalogy 69:532-541.",Mammals
Microtus_townsendii,213977.537,5.330,52.020,1.716,85.085,1.930,0.700,-0.155,32.000,910.250,1211.500,750.750,0.127,13.642,Herbivore,Nearctic,212510.222,"Boonstra, R. 1977. Effect of conspecifics on survival during population declines in Microtus townsendii. Journal of Animal Ecology 46:835-851.",Mammals
Microtus_xanthognathus,2264115.600,6.355,92.650,1.967,5.500,0.740,4.860,0.687,44.000,155.000,1447.000,407.000,0.341,6.092,Herbivore,Nearctic,2186611.187,"Douglass, R. J. 1977. Population Dynamics, home ranges, and habitat associations of the yellow-cheeked vole, Microtus xanthognathus, in the Northwest Territories. Canadian Field Naturalist 91:237-247.",Mammals
Neotoma_floridana,1870824.694,6.272,249.160,2.396,7.650,0.884,3.083,0.489,46.000,351.000,1660.000,264.000,0.139,5.325,Herbivore,Nearctic,1866693.139,"Humphrey, S. R. 1988. Density Estimates of the Endangered Key Largo Woodrat and Cotton Mouse (Neotoma floridana smalli and Peromyscus gossypinus allapaticola), Using the Nested-Grid Approach. Journal of Mammalogy 69:524-531.",Mammals
Neotoma_mexicana,1784438.540,6.252,203.000,2.307,1.000,0.000,1.000,0.000,66.000,423.750,4535.000,747.750,0.604,17.071,Herbivore,Nearctic,1337588.948,"Fa, J. E., and V. Sanchez - Cordero. 1993. Small mammal population responses to fire in a Mexican high-altitude grassland. Journal of Zoology 230:343-347.",Mammals
Ochotona_princeps,960187.671,5.982,157.630,2.198,6.600,0.820,4.600,0.663,46.000,334.000,839.000,784.000,0.263,24.875,Herbivore,Nearctic,957468.481,"Southwick, C. H., Golian, S. C., Whitworth, M. R., Halfpenny, J. C., & Brown, R. (1986). Population density and fluctuations of pikas (Ochotona princeps) in Colorado. Journal of Mammalogy, 67(1), 149-153.",Mammals
Ochrotomys_nuttalli,1444488.432,6.160,22.810,1.358,0.875,-0.058,5.910,0.772,41.000,214.000,1122.500,192.000,0.089,5.388,Herbivore,Nearctic,1439254.342,"Howell, J. C. 1954. Populations and home ranges of small mammals on an overgrown field. Journal of Mammalogy 35:177-186.",Mammals
Odocoileus_hemionus,6339435.914,6.802,84560.570,4.927,0.064,-1.194,10000.000,4.000,88.000,214.000,2930.500,881.000,0.343,25.862,Herbivore,Nearctic,6292916.766,"Lozano-Cavazos, E. A., Ortega-Santos, A., Tarango-Arámbula, L. A., Bosque, M. D., Romero-Figueroa, G., & Ugalde-Lezama, S. (2015). Densidad Y Uso Del Hábitat Por El Venado Bura (Odocoileus Hemionus Eremicus Rafinesque) En Coahuila, México. Agroproductividad, 8(5).",Mammals
Odocoileus_virginianus,14410477.610,7.159,75901.250,4.880,0.011,-1.947,0.138,-0.861,156.000,745.000,5654.500,747.000,0.390,16.475,Herbivore,Nearctic,10494720.180,"Ortiz-Martínez, T., Gallina, S., Briones-Salas, M., & González, G. (2005). Densidad poblacional y caracterización del hábitat del venado cola blanca (Odocoileus virginianus oaxacensis, Goldman y Kellog, 1940) en un bosque templado de la Sierra Norte de Oaxaca, México. Acta zoológica mexicana, 21(3), 65-78.",Mammals
Oryzomys_palustris,1508859.974,6.179,53.260,1.726,13.500,1.130,2.700,0.431,38.000,233.000,1402.000,136.000,0.108,4.717,Omnivore,Nearctic,1477963.540,"Wolfe, J. L. (1985). Population ecology of the rice rat (Oryzomys palustris) in a coastal marsh. Journal of Zoology, 205(2), 235-244.",Mammals
Perognathus_parvus,921285.506,5.964,21.560,1.334,4.693,0.671,5.860,0.768,35.000,135.000,945.750,563.000,0.369,11.742,Omnivore,Nearctic,921286.476,"Nichols, D. W., H. D. Smith, and M. F. Baker. 1975. Rodent populations, biomass and community relationships in artemisia tridentata, Rush Valley, Utah. Great Basin Naturalist 35:191-202.",Mammals
Peromyscus_boylii,2530390.856,6.403,23.900,1.378,3.063,0.486,4.370,0.640,76.000,198.250,1717.250,847.250,0.401,10.175,Herbivore,Nearctic,2522593.437,"Brown, L. N. 1964. Dynamics in an ecologically isolated population of the brush mouse. Journal of Mammalogy 45:436-442.",Mammals
Peromyscus_gossypinus,1148116.402,6.060,27.680,1.442,21.200,1.326,3.083,0.489,29.000,190.000,1188.750,110.000,0.095,4.915,Omnivore,Nearctic,1120733.264,"Humphrey, S. R. 1988. Density Estimates of the Endangered Key Largo Woodrat and Cotton Mouse (Neotoma floridana smalli and Peromyscus gossypinus allapaticola), Using the Nested-Grid Approach. Journal of Mammalogy 69:524-531.",Mammals
